LaptopId,Price
1266,756.2437207047144
207,1824.1323750139745
242,1062.7726089986572
852,912.0892006363048
546,623.8784208380248
799,836.8969598946795
1111,820.2673861934464
42,877.1913538966554
1135,1610.7862387168077
538,1591.021856507721
1122,1700.3908273574516
688,645.8271435653214
484,597.0821356244945
943,1110.4853977184857
345,1917.316094008037
512,1032.815085958614
1165,1969.2027133505567
372,1769.068326109297
809,713.4604991519824
9,997.3915985577144
566,577.7114508820953
1160,1733.9880670885746
759,535.9444279379233
534,1334.8095895187487
888,251.83533212073579
59,384.65415132804185
1222,423.50064955526136
316,2071.035149695274
360,492.4514549748546
1029,1268.5777580899962
970,1845.319356019567
1184,989.0030409160187
349,861.5614230161401
1292,180.10991593738083
408,495.3408787834084
1030,704.2205859691832
160,241.18370057142414
879,762.7291204202189
582,835.1823002434971
140,615.755734916874
336,1198.843063005739
80,1102.936459241326
427,1243.1639337096922
709,665.2808947655938
1060,1279.86320085079
1072,1792.3261785351267
992,92.86615234249473
115,1071.6173301848
922,1996.1253319066582
62,849.7957722557177
832,442.5505706371734
502,1015.9982195423181
752,281.6747652066081
350,2162.459913876841
1010,1366.1433829419564
576,2079.925492962566
465,256.25015746980347
1041,36.51771481787111
902,1421.437790459982
614,429.7386053143344
270,1536.845861639587
4,1575.8065445054908
720,1601.7489664409172
8,1772.3347284777558
138,348.0446607657761
586,1972.935412386712
216,782.685444025258
740,1313.0385072675547
691,707.1100097777368
509,1212.7343698869665
374,916.7839406300664
1206,1120.3782915599706
85,1910.2307052717435
612,281.6384582944136
594,283.9082646366627
445,1187.2161022234345
733,529.7044511179415
1200,439.24892220526635
824,1304.5355043720995
152,648.6280655593806
1100,1140.4282661526886
595,988.2340618786751
1181,1369.1805821867024
649,1509.2579084328522
1095,1183.48229363121
1142,1219.933772980599
862,914.9194460560843
258,1909.1296769555793
358,1065.7125753786304
25,506.60291598190474
531,1131.9834124367335
1246,558.2576996818229
1130,1137.8015018335732
878,795.9044268369837
305,13.662548265613054
961,1427.7352847933412
991,566.6778354566939
338,104.00502927646825
912,1028.8645573721735
109,1417.3225572551771
971,1592.2030109822445
960,1311.5968102139198
1276,792.4967735783877
1296,250.56790082842488
1163,852.881196158128
118,461.9858741503179
1236,1995.5000270233613
516,460.423516074747
1051,1216.5356449116846
927,1216.970935730192
1295,853.580666185269
1234,773.0332700497952
1213,1060.820666795477
1097,1370.9369558571327
513,1390.665307413697
703,623.5568452115558
182,2015.5223999835102
1031,382.5509768053577
1225,430.4016718258632
210,989.4184378262869
91,865.8621592715944
942,452.71283899821117
97,272.7664087361313
761,1930.4436117123664
745,-54.367455794865066
383,1329.0455023746529
1082,519.5848611586352
521,1564.8770190753344
232,1917.3163017442298
1193,1292.6841912940567
559,278.8902771481122
12,2076.900493923851
78,531.4505559907642
1252,934.7300964310004
1086,1696.7079621037417
828,251.83533212073579
17,2096.3010646587645
1121,1263.1284504545874
60,1467.6569195334273
704,148.40811806589647
859,206.8077987519003
1106,1454.144239662286
1257,506.71176974693685
562,2283.238819584217
203,1917.2631212788708
1066,2184.734550338876
913,1292.5625208100494
822,1571.820501363857
1261,1268.5933992851096
1302,349.3554846106228
356,9.499119405070815
692,1537.6029820513984
228,1250.0902098324582
1026,697.9806091492013
110,1855.5686025155885
1251,319.4668912620348
311,2240.1305392086842
1141,1493.0517420628307
1002,590.7933416006875
447,2588.4003173058873
1017,2594.4429982015854
833,1084.3602129679796
473,1233.3991528918314
631,1902.8905482326843
999,1620.12604519996
1145,1879.5820599773356
38,620.8801432644389
1199,1909.1828574209383
35,400.706771348467
936,429.61130386217445
240,936.2482290955517
510,1415.8230707333414
1104,1826.7688609000177
580,431.6941350721597
496,1049.160329405857
817,412.80124712470115
1245,1871.3708309169122
518,1191.586145970266
221,878.2219590854334
654,204.02722870837857
193,690.9421259275513
461,456.7124555353822
685,1922.3442994329566
1196,-2.4217624131978823
838,452.13666840888095
883,1122.009031868658
440,756.8882445650381
393,1409.8444582576774
1048,1878.4353895763647
1126,519.5848611586352
1113,1518.602769403051
682,1782.487012425308
503,298.03219943657894
1241,1417.0913683986103
1289,1268.5933992851096
966,558.2576996818229
785,1839.5048121075877
490,1220.2722142538933
120,690.4095356452198
900,1429.1616504287792
122,847.5428090613077
1189,1804.659254355452
267,335.3453408065166
727,440.67064104367495
701,409.5243973542496
990,1112.1034184012685
739,401.1669090633251
146,1925.5896484444656
1286,289.89667455443487
1134,523.8118396434743
63,1088.0033839792454
194,840.7570647317017
573,1200.2593274882545
1093,659.2068537806022
301,1864.0572641105325
158,1165.16461426692
955,2392.594215049685
738,1832.191245301208
421,1022.9229922719734
1103,1717.1264495253797
1078,526.4623839864441
381,290.17483168932404
178,1055.7539724596154
563,1340.702340293949
511,624.8970682482898
1001,1309.3495196615115
754,780.6239914588971
1057,758.8461256634873
419,1060.3039940722133
803,1625.925262711357
220,642.3778955790842
19,1240.7393099308906
524,809.8903583103474
121,1832.1910375650152
177,2136.6622809512455
1233,1909.1828574209383
1102,300.62277219667453
136,9.499119405070815
705,1116.1555286633582
246,1051.6649824679853
647,2865.5213307749336
664,1493.0517420628307
89,1327.0619609252356
963,1601.1520139754145
418,974.3065515075783
599,1495.738795136491
187,1009.1235502744371
1152,638.8661294024275
1132,354.7679480793191
102,559.03745287434
734,1253.7304090190294
800,1620.8345709911105
1123,371.3773517135174
397,1130.5812821749037
376,293.64941348868814
68,623.7695670729927
406,1963.7750835528984
226,1490.8468854076118
643,1000.267762782431
1264,180.10991593738083
1068,2346.42632630812
857,1359.8176502209274
451,1885.1291827206267
508,1564.8238386099752
681,335.344907781653
1140,1682.1333146374
925,519.3501972812783
748,1057.6469942123224
725,276.83680635548075
1040,713.8440203490944
340,240.21592316501358
1061,1377.5179659726734
303,705.4811100440907
99,1764.8831498239979
268,1111.1299294225846
1278,180.10991593738083
299,1761.6535890397167
162,790.3507411468452
169,634.8764643285614
